"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ENSMUSG00000038174",0,0.6337,0.524,0.214,0,"hepatocyte","ENSMUSG00000038174"
"ENSMUSG00000034341",0,0.6335471,0.678,0.468,0,"hepatocyte","ENSMUSG00000034341"
"ENSMUSG00000021814",0,0.6332541,0.68,0.494,0,"hepatocyte","ENSMUSG00000021814"
"ENSMUSG00000037523.1",0,0.6326473,0.537,0.207,0,"hepatocyte","ENSMUSG00000037523"
"ENSMUSG00000019256.2",0,0.6326194,0.518,0.266,0,"hepatocyte","ENSMUSG00000019256"
"ENSMUSG00000021178.1",0,0.6323492,0.695,0.513,0,"hepatocyte","ENSMUSG00000021178"
"ENSMUSG00000050931.2",0,0.6321619,0.493,0.141,0,"hepatocyte","ENSMUSG00000050931"
"ENSMUSG00000006998",0,0.6319763,0.707,0.549,0,"hepatocyte","ENSMUSG00000006998"
"ENSMUSG00000027173",0,0.6308303,0.377,0.036,0,"hepatocyte","ENSMUSG00000027173"
"ENSMUSG00000025764",0,0.6306801,0.546,0.221,0,"hepatocyte","ENSMUSG00000025764"
"ENSMUSG00000025085.2",0,0.6306314,0.458,0.1,0,"hepatocyte","ENSMUSG00000025085"
"ENSMUSG00000026986",0,0.6305312,0.359,0.053,0,"hepatocyte","ENSMUSG00000026986"
"ENSMUSG00000025002",0,0.630482,0.253,0.005,0,"hepatocyte","ENSMUSG00000025002"
"ENSMUSG00000022663.1",0,0.6304032,0.68,0.473,0,"hepatocyte","ENSMUSG00000022663"
"ENSMUSG00000026991.2",0,0.6304019,0.602,0.285,0,"hepatocyte","ENSMUSG00000026991"
"ENSMUSG00000056770",0,0.630173,0.608,0.37,0,"hepatocyte","ENSMUSG00000056770"
"ENSMUSG00000013662",0,0.6293912,0.583,0.302,0,"hepatocyte","ENSMUSG00000013662"
"ENSMUSG00000031010",0,0.6293051,0.74,0.547,0,"hepatocyte","ENSMUSG00000031010"
"ENSMUSG00000020766.1",0,0.6286925,0.532,0.274,0,"hepatocyte","ENSMUSG00000020766"
"ENSMUSG00000037622",0,0.627179,0.468,0.144,0,"hepatocyte","ENSMUSG00000037622"
"ENSMUSG00000026914",0,0.6266472,0.63,0.392,0,"hepatocyte","ENSMUSG00000026914"
"ENSMUSG00000006476",0,0.6263633,0.437,0.097,0,"hepatocyte","ENSMUSG00000006476"
"ENSMUSG00000038764",0,0.6259679,0.397,0.029,0,"hepatocyte","ENSMUSG00000038764"
"ENSMUSG00000025178.1",0,0.62547,0.556,0.255,0,"hepatocyte","ENSMUSG00000025178"
"ENSMUSG00000037470.1",0,0.6253605,0.624,0.366,0,"hepatocyte","ENSMUSG00000037470"
"ENSMUSG00000053110",0,0.6253452,0.545,0.232,0,"hepatocyte","ENSMUSG00000053110"
"ENSMUSG00000056076.1",0,0.6249282,0.738,0.518,0,"hepatocyte","ENSMUSG00000056076"
"ENSMUSG00000033377.2",0,0.6247525,0.495,0.096,0,"hepatocyte","ENSMUSG00000033377"
"ENSMUSG00000014633",0,0.6243293,0.507,0.211,0,"hepatocyte","ENSMUSG00000014633"
"ENSMUSG00000041362.2",0,0.6238258,0.534,0.187,0,"hepatocyte","ENSMUSG00000041362"
"ENSMUSG00000034903.1",0,0.623309,0.406,0.045,0,"hepatocyte","ENSMUSG00000034903"
"ENSMUSG00000020743.1",0,0.6229514,0.529,0.222,0,"hepatocyte","ENSMUSG00000020743"
"ENSMUSG00000037656",0,0.622939,0.44,0.104,0,"hepatocyte","ENSMUSG00000037656"
"ENSMUSG00000034345.1",0,0.6219448,0.735,0.538,0,"hepatocyte","ENSMUSG00000034345"
"ENSMUSG00000058833",0,0.6217543,0.675,0.454,0,"hepatocyte","ENSMUSG00000058833"
"ENSMUSG00000057522.1",0,0.6214433,0.737,0.547,0,"hepatocyte","ENSMUSG00000057522"
"ENSMUSG00000054889.2",0,0.6209025,0.449,0.084,0,"hepatocyte","ENSMUSG00000054889"
"ENSMUSG00000027439",0,0.6206203,0.468,0.162,0,"hepatocyte","ENSMUSG00000027439"
"ENSMUSG00000045996.2",0,0.6200709,0.69,0.485,0,"hepatocyte","ENSMUSG00000045996"
"ENSMUSG00000074240",0,0.6197613,0.21,0.013,0,"hepatocyte","ENSMUSG00000074240"
"ENSMUSG00000001700",0,0.6195477,0.423,0.081,0,"hepatocyte","ENSMUSG00000001700"
"ENSMUSG00000046671",0,0.6194557,0.604,0.337,0,"hepatocyte","ENSMUSG00000046671"
"ENSMUSG00000037938.1",0,0.6194339,0.487,0.152,0,"hepatocyte","ENSMUSG00000037938"
"ENSMUSG00000014504",0,0.6189707,0.691,0.499,0,"hepatocyte","ENSMUSG00000014504"
"ENSMUSG00000034908.1",0,0.6177987,0.593,0.296,0,"hepatocyte","ENSMUSG00000034908"
"ENSMUSG00000066900",0,0.6177473,0.597,0.33,0,"hepatocyte","ENSMUSG00000066900"
"ENSMUSG00000074698",0,0.6169152,0.665,0.443,0,"hepatocyte","ENSMUSG00000074698"
"ENSMUSG00000008167",0,0.6165632,0.412,0.081,0,"hepatocyte","ENSMUSG00000008167"
"ENSMUSG00000046404",0,0.6165321,0.485,0.173,0,"hepatocyte","ENSMUSG00000046404"
"ENSMUSG00000034403.1",0,0.6159566,0.521,0.2,0,"hepatocyte","ENSMUSG00000034403"
"ENSMUSG00000021496.2",0,0.615572,0.625,0.348,0,"hepatocyte","ENSMUSG00000021496"
"ENSMUSG00000039062.2",0,0.615561,0.412,0.066,0,"hepatocyte","ENSMUSG00000039062"
"ENSMUSG00000008140",0,0.6155154,0.737,0.532,0,"hepatocyte","ENSMUSG00000008140"
"ENSMUSG00000021710.1",0,0.6154606,0.443,0.153,0,"hepatocyte","ENSMUSG00000021710"
"ENSMUSG00000026502",0,0.6153094,0.606,0.38,0,"hepatocyte","ENSMUSG00000026502"
"ENSMUSG00000030275.1",0,0.6146293,0.698,0.489,0,"hepatocyte","ENSMUSG00000030275"
"ENSMUSG00000028070.1",0,0.6132674,0.586,0.325,0,"hepatocyte","ENSMUSG00000028070"
"ENSMUSG00000029173",0,0.6129908,0.4,0.066,0,"hepatocyte","ENSMUSG00000029173"
"ENSMUSG00000025271",0,0.612424,0.345,0.015,0,"hepatocyte","ENSMUSG00000025271"
"ENSMUSG00000008892.1",0,0.6122727,0.766,0.601,0,"hepatocyte","ENSMUSG00000008892"
"ENSMUSG00000028222.2",0,0.6121401,0.44,0.285,0,"hepatocyte","ENSMUSG00000028222"
"ENSMUSG00000031158",0,0.611573,0.548,0.276,0,"hepatocyte","ENSMUSG00000031158"
"ENSMUSG00000041846",0,0.6110729,0.607,0.362,0,"hepatocyte","ENSMUSG00000041846"
"ENSMUSG00000041241",0,0.6097532,0.452,0.136,0,"hepatocyte","ENSMUSG00000041241"
"ENSMUSG00000022841.1",0,0.6091407,0.845,0.703,0,"hepatocyte","ENSMUSG00000022841"
"ENSMUSG00000110755",0,0.6090125,0.32,0.012,0,"hepatocyte","ENSMUSG00000110755"
"ENSMUSG00000016382.1",0,0.6085165,0.6,0.297,0,"hepatocyte","ENSMUSG00000016382"
"ENSMUSG00000024480.1",0,0.6073958,0.664,0.437,0,"hepatocyte","ENSMUSG00000024480"
"ENSMUSG00000030884.1",0,0.6068552,0.64,0.424,0,"hepatocyte","ENSMUSG00000030884"
"ENSMUSG00000030556",0,0.6063334,0.413,0.067,0,"hepatocyte","ENSMUSG00000030556"
"ENSMUSG00000090000.1",0,0.6062688,0.726,0.546,0,"hepatocyte","ENSMUSG00000090000"
"ENSMUSG00000058704",0,0.6061539,0.508,0.23,0,"hepatocyte","ENSMUSG00000058704"
"ENSMUSG00000052751",0,0.6059574,0.394,0.085,0,"hepatocyte","ENSMUSG00000052751"
"ENSMUSG00000018932.1",0,0.6059473,0.631,0.403,0,"hepatocyte","ENSMUSG00000018932"
"ENSMUSG00000015672",0,0.6057536,0.593,0.348,0,"hepatocyte","ENSMUSG00000015672"
"ENSMUSG00000020869",0,0.6056732,0.556,0.279,0,"hepatocyte","ENSMUSG00000020869"
"ENSMUSG00000026203.1",0,0.6053476,0.44,0.142,0,"hepatocyte","ENSMUSG00000026203"
"ENSMUSG00000049940",0,0.6046345,0.56,0.264,0,"hepatocyte","ENSMUSG00000049940"
"ENSMUSG00000020300",0,0.6046097,0.62,0.383,0,"hepatocyte","ENSMUSG00000020300"
"ENSMUSG00000026097.1",0,0.6045206,0.423,0.124,0,"hepatocyte","ENSMUSG00000026097"
"ENSMUSG00000020794",0,0.6037604,0.555,0.278,0,"hepatocyte","ENSMUSG00000020794"
"ENSMUSG00000003531",0,0.6036445,0.499,0.206,0,"hepatocyte","ENSMUSG00000003531"
"ENSMUSG00000025499.1",0,0.6031024,0.678,0.478,0,"hepatocyte","ENSMUSG00000025499"
"ENSMUSG00000029911.2",0,0.6029808,0.565,0.315,0,"hepatocyte","ENSMUSG00000029911"
"ENSMUSG00000046330.1",0,0.602185,0.989,0.952,0,"hepatocyte","ENSMUSG00000046330"
"ENSMUSG00000021840",0,0.6016813,0.68,0.485,0,"hepatocyte","ENSMUSG00000021840"
"ENSMUSG00000015961",0,0.6010038,0.594,0.36,0,"hepatocyte","ENSMUSG00000015961"
"ENSMUSG00000018401",0,0.6002637,0.46,0.146,0,"hepatocyte","ENSMUSG00000018401"
"ENSMUSG00000040859",0,0.6002379,0.529,0.241,0,"hepatocyte","ENSMUSG00000040859"
"ENSMUSG00000041324.2",0,0.6000252,0.346,0.08,0,"hepatocyte","ENSMUSG00000041324"
"ENSMUSG00000101397",0,0.5995629,0.311,0.004,0,"hepatocyte","ENSMUSG00000101397"
"ENSMUSG00000001229",0,0.5992624,0.542,0.256,0,"hepatocyte","ENSMUSG00000001229"
"ENSMUSG00000026154",0,0.5985993,0.524,0.26,0,"hepatocyte","ENSMUSG00000026154"
"ENSMUSG00000055053",0,0.5982737,0.744,0.591,0,"hepatocyte","ENSMUSG00000055053"
"ENSMUSG00000033386.2",0,0.5981394,0.587,0.374,0,"hepatocyte","ENSMUSG00000033386"
"ENSMUSG00000010376.2",0,0.5980098,0.85,0.751,0,"hepatocyte","ENSMUSG00000010376"
"ENSMUSG00000029238",0,0.5979799,0.604,0.378,0,"hepatocyte","ENSMUSG00000029238"
"ENSMUSG00000063889",0,0.5967131,0.505,0.202,0,"hepatocyte","ENSMUSG00000063889"
"ENSMUSG00000057068",0,0.596655,0.34,0.014,0,"hepatocyte","ENSMUSG00000057068"
"ENSMUSG00000034837",0,0.596036,0.374,0.04,0,"hepatocyte","ENSMUSG00000034837"
"ENSMUSG00000028156.1",0,0.5959628,0.656,0.43,0,"hepatocyte","ENSMUSG00000028156"
"ENSMUSG00000059890",0,0.5958726,0.518,0.237,0,"hepatocyte","ENSMUSG00000059890"
"ENSMUSG00000053253",0,0.5955935,0.626,0.422,0,"hepatocyte","ENSMUSG00000053253"
"ENSMUSG00000013622.1",0,0.595142,0.691,0.494,0,"hepatocyte","ENSMUSG00000013622"
"ENSMUSG00000031176.1",0,0.5951044,0.679,0.456,0,"hepatocyte","ENSMUSG00000031176"
"ENSMUSG00000024921.1",0,0.5948324,0.631,0.399,0,"hepatocyte","ENSMUSG00000024921"
"ENSMUSG00000021400",0,0.5944964,0.448,0.124,0,"hepatocyte","ENSMUSG00000021400"
"ENSMUSG00000030259",0,0.5944626,0.417,0.099,0,"hepatocyte","ENSMUSG00000030259"
"ENSMUSG00000057572.1",0,0.5942302,0.545,0.299,0,"hepatocyte","ENSMUSG00000057572"
"ENSMUSG00000021786",0,0.5933466,0.422,0.1,0,"hepatocyte","ENSMUSG00000021786"
"ENSMUSG00000036073",0,0.5928709,0.404,0.087,0,"hepatocyte","ENSMUSG00000036073"
"ENSMUSG00000019878",0,0.5925176,0.445,0.159,0,"hepatocyte","ENSMUSG00000019878"
"ENSMUSG00000022790.1",0,0.5910009,0.374,0.056,0,"hepatocyte","ENSMUSG00000022790"
"ENSMUSG00000079508",0,0.5903719,0.433,0.123,0,"hepatocyte","ENSMUSG00000079508"
"ENSMUSG00000035469",0,0.5903507,0.534,0.243,0,"hepatocyte","ENSMUSG00000035469"
"ENSMUSG00000065990.1",0,0.5898996,0.717,0.55,0,"hepatocyte","ENSMUSG00000065990"
"ENSMUSG00000031584.2",0,0.5893635,0.763,0.55,0,"hepatocyte","ENSMUSG00000031584"
"ENSMUSG00000025545",0,0.5893111,0.399,0.075,0,"hepatocyte","ENSMUSG00000025545"
"ENSMUSG00000078578",0,0.5890872,0.93,0.903,0,"hepatocyte","ENSMUSG00000078578"
"ENSMUSG00000004319.1",0,0.5883069,0.605,0.354,0,"hepatocyte","ENSMUSG00000004319"
"ENSMUSG00000020821",0,0.587422,0.557,0.287,0,"hepatocyte","ENSMUSG00000020821"
"ENSMUSG00000054008.1",0,0.5865717,0.731,0.56,0,"hepatocyte","ENSMUSG00000054008"
"ENSMUSG00000074754",0,0.5864704,0.495,0.215,0,"hepatocyte","ENSMUSG00000074754"
"ENSMUSG00000022800",0,0.5859338,0.593,0.358,0,"hepatocyte","ENSMUSG00000022800"
"ENSMUSG00000060636.2",0,0.5859168,0.971,0.941,0,"hepatocyte","ENSMUSG00000060636"
"ENSMUSG00000029036",0,0.585862,0.454,0.149,0,"hepatocyte","ENSMUSG00000029036"
"ENSMUSG00000039159",0,0.5856102,0.615,0.408,0,"hepatocyte","ENSMUSG00000039159"
"ENSMUSG00000041740",0,0.5855724,0.613,0.363,0,"hepatocyte","ENSMUSG00000041740"
"ENSMUSG00000019944",0,0.5854374,0.529,0.243,0,"hepatocyte","ENSMUSG00000019944"
"ENSMUSG00000043013.2",0,0.5851041,0.391,0.077,0,"hepatocyte","ENSMUSG00000043013"
"ENSMUSG00000039163.1",0,0.5850673,0.537,0.25,0,"hepatocyte","ENSMUSG00000039163"
"ENSMUSG00000058446.2",0,0.5844547,0.658,0.414,0,"hepatocyte","ENSMUSG00000058446"
"ENSMUSG00000039270.1",0,0.5838858,0.411,0.1,0,"hepatocyte","ENSMUSG00000039270"
"ENSMUSG00000036779",0,0.5838801,0.501,0.218,0,"hepatocyte","ENSMUSG00000036779"
"ENSMUSG00000052214",0,0.5836798,0.464,0.19,0,"hepatocyte","ENSMUSG00000052214"
"ENSMUSG00000055137",0,0.5835934,0.371,0.021,0,"hepatocyte","ENSMUSG00000055137"
"ENSMUSG00000021610.1",0,0.5834701,0.699,0.478,0,"hepatocyte","ENSMUSG00000021610"
"ENSMUSG00000006412.2",0,0.5829708,0.68,0.509,0,"hepatocyte","ENSMUSG00000006412"
"ENSMUSG00000004394.1",0,0.5827585,0.557,0.288,0,"hepatocyte","ENSMUSG00000004394"
"ENSMUSG00000024055",0,0.5818427,0.45,0.125,0,"hepatocyte","ENSMUSG00000024055"
"ENSMUSG00000020173.2",0,0.5814535,0.4,0.057,0,"hepatocyte","ENSMUSG00000020173"
"ENSMUSG00000020496",0,0.5803662,0.653,0.444,0,"hepatocyte","ENSMUSG00000020496"
"ENSMUSG00000020817",0,0.5798183,0.546,0.308,0,"hepatocyte","ENSMUSG00000020817"
"ENSMUSG00000016833",0,0.5791875,0.636,0.451,0,"hepatocyte","ENSMUSG00000016833"
"ENSMUSG00000042670.1",0,0.5789628,0.547,0.286,0,"hepatocyte","ENSMUSG00000042670"
"ENSMUSG00000033174.2",0,0.5782158,0.783,0.462,0,"hepatocyte","ENSMUSG00000033174"
"ENSMUSG00000041459",0,0.5781771,0.699,0.516,0,"hepatocyte","ENSMUSG00000041459"
"ENSMUSG00000038068",0,0.5780681,0.457,0.151,0,"hepatocyte","ENSMUSG00000038068"
"ENSMUSG00000073131",0,0.5779478,0.597,0.332,0,"hepatocyte","ENSMUSG00000073131"
"ENSMUSG00000001630",0,0.5778813,0.367,0.062,0,"hepatocyte","ENSMUSG00000001630"
"ENSMUSG00000063888",0,0.5777092,0.624,0.4,0,"hepatocyte","ENSMUSG00000063888"
"ENSMUSG00000022684",0,0.5770949,0.591,0.338,0,"hepatocyte","ENSMUSG00000022684"
"ENSMUSG00000030562",0,0.5761458,0.344,0.013,0,"hepatocyte","ENSMUSG00000030562"
"ENSMUSG00000031490.1",0,0.5761057,0.679,0.484,0,"hepatocyte","ENSMUSG00000031490"
"ENSMUSG00000015451",0,0.5756534,0.323,0.008,0,"hepatocyte","ENSMUSG00000015451"
"ENSMUSG00000003444.1",0,0.5751719,0.545,0.282,0,"hepatocyte","ENSMUSG00000003444"
"ENSMUSG00000025198",0,0.5750591,0.445,0.166,0,"hepatocyte","ENSMUSG00000025198"
"ENSMUSG00000066232",0,0.5749189,0.592,0.363,0,"hepatocyte","ENSMUSG00000066232"
"ENSMUSG00000061315.2",0,0.5747527,0.942,0.873,0,"hepatocyte","ENSMUSG00000061315"
"ENSMUSG00000067851",0,0.5747463,0.662,0.449,0,"hepatocyte","ENSMUSG00000067851"
"ENSMUSG00000040127",0,0.5747118,0.318,0.006,0,"hepatocyte","ENSMUSG00000040127"
"ENSMUSG00000116207",0,0.574449,0.422,0.119,0,"hepatocyte","ENSMUSG00000116207"
"ENSMUSG00000022370",0,0.5741232,0.613,0.394,0,"hepatocyte","ENSMUSG00000022370"
"ENSMUSG00000047109",0,0.5741161,0.322,0.012,0,"hepatocyte","ENSMUSG00000047109"
"ENSMUSG00000061461.1",0,0.57394,0.506,0.216,0,"hepatocyte","ENSMUSG00000061461"
"ENSMUSG00000025967.2",0,0.5738076,0.911,0.857,0,"hepatocyte","ENSMUSG00000025967"
"ENSMUSG00000028636",0,0.5736409,0.419,0.1,0,"hepatocyte","ENSMUSG00000028636"
"ENSMUSG00000054474",0,0.5732722,0.341,0.036,0,"hepatocyte","ENSMUSG00000054474"
"ENSMUSG00000019947.2",0,0.5728407,0.632,0.385,0,"hepatocyte","ENSMUSG00000019947"
"ENSMUSG00000021226.1",0,0.5720976,0.359,0.133,0,"hepatocyte","ENSMUSG00000021226"
"ENSMUSG00000042198",0,0.5717089,0.547,0.289,0,"hepatocyte","ENSMUSG00000042198"
"ENSMUSG00000048076",0,0.5716739,0.895,0.844,0,"hepatocyte","ENSMUSG00000048076"
"ENSMUSG00000028671",0,0.571595,0.351,0.059,0,"hepatocyte","ENSMUSG00000028671"
"ENSMUSG00000078674",0,0.5712619,0.259,0.007,0,"hepatocyte","ENSMUSG00000078674"
"ENSMUSG00000026767",0,0.5710853,0.532,0.311,0,"hepatocyte","ENSMUSG00000026767"
"ENSMUSG00000020922.1",0,0.5706364,0.617,0.425,0,"hepatocyte","ENSMUSG00000020922"
"ENSMUSG00000028416.2",0,0.5699857,0.791,0.611,0,"hepatocyte","ENSMUSG00000028416"
"ENSMUSG00000056234.2",0,0.5699333,0.708,0.397,0,"hepatocyte","ENSMUSG00000056234"
"ENSMUSG00000098234",0,0.5698844,0.475,0.231,0,"hepatocyte","ENSMUSG00000098234"
"ENSMUSG00000039809",0,0.5696416,0.329,0.006,0,"hepatocyte","ENSMUSG00000039809"
"ENSMUSG00000039768",0,0.5694287,0.52,0.253,0,"hepatocyte","ENSMUSG00000039768"
"ENSMUSG00000021241",0,0.569203,0.507,0.233,0,"hepatocyte","ENSMUSG00000021241"
"ENSMUSG00000047496.1",0,0.5688843,0.381,0.061,0,"hepatocyte","ENSMUSG00000047496"
"ENSMUSG00000020444.2",0,0.5682795,0.574,0.31,0,"hepatocyte","ENSMUSG00000020444"
"ENSMUSG00000022201",0,0.5675826,0.631,0.431,0,"hepatocyte","ENSMUSG00000022201"
"ENSMUSG00000051223",0,0.5674143,0.789,0.674,0,"hepatocyte","ENSMUSG00000051223"
"ENSMUSG00000017802",0,0.567217,0.483,0.226,0,"hepatocyte","ENSMUSG00000017802"
"ENSMUSG00000027257.1",0,0.5668626,0.388,0.054,0,"hepatocyte","ENSMUSG00000027257"
"ENSMUSG00000030058",0,0.5668396,0.523,0.301,0,"hepatocyte","ENSMUSG00000030058"
"ENSMUSG00000032359.2",0,0.5667777,0.889,0.431,0,"hepatocyte","ENSMUSG00000032359"
"ENSMUSG00000016257.1",0,0.5666986,0.559,0.301,0,"hepatocyte","ENSMUSG00000016257"
"ENSMUSG00000042682",0,0.5665642,0.859,0.805,0,"hepatocyte","ENSMUSG00000042682"
"ENSMUSG00000036860",0,0.566211,0.532,0.268,0,"hepatocyte","ENSMUSG00000036860"
"ENSMUSG00000022635",0,0.5658504,0.683,0.506,0,"hepatocyte","ENSMUSG00000022635"
"ENSMUSG00000032399.2",0,0.565629,0.923,0.831,0,"hepatocyte","ENSMUSG00000032399"
"ENSMUSG00000025261.1",0,0.565061,0.66,0.479,0,"hepatocyte","ENSMUSG00000025261"
"ENSMUSG00000047721",0,0.5648206,0.731,0.538,0,"hepatocyte","ENSMUSG00000047721"
"ENSMUSG00000014956.1",0,0.5647931,0.77,0.639,0,"hepatocyte","ENSMUSG00000014956"
"ENSMUSG00000021687",0,0.5647599,0.549,0.272,0,"hepatocyte","ENSMUSG00000021687"
"ENSMUSG00000024925.2",0,0.564441,0.613,0.406,0,"hepatocyte","ENSMUSG00000024925"
"ENSMUSG00000025144.1",0,0.5635002,0.614,0.385,0,"hepatocyte","ENSMUSG00000025144"
"ENSMUSG00000071655.2",0,0.5625452,0.778,0.643,0,"hepatocyte","ENSMUSG00000071655"
"ENSMUSG00000064371",0,0.5624363,0.313,0.038,0,"hepatocyte","ENSMUSG00000064371"
"ENSMUSG00000017386.1",0,0.5623133,0.371,0.056,0,"hepatocyte","ENSMUSG00000017386"
"ENSMUSG00000024844",0,0.561806,0.647,0.471,0,"hepatocyte","ENSMUSG00000024844"
"ENSMUSG00000053453.2",0,0.5617039,0.542,0.315,0,"hepatocyte","ENSMUSG00000053453"
"ENSMUSG00000059355.1",0,0.561661,0.724,0.554,0,"hepatocyte","ENSMUSG00000059355"
"ENSMUSG00000024953.1",0,0.5614138,0.901,0.778,0,"hepatocyte","ENSMUSG00000024953"
"ENSMUSG00000042406",0,0.5609278,0.771,0.664,0,"hepatocyte","ENSMUSG00000042406"
"ENSMUSG00000075266",0,0.5606918,0.334,0.118,0,"hepatocyte","ENSMUSG00000075266"
"ENSMUSG00000062997.2",0,0.560201,0.883,0.783,0,"hepatocyte","ENSMUSG00000062997"
"ENSMUSG00000039536",0,0.5600158,0.517,0.246,0,"hepatocyte","ENSMUSG00000039536"
"ENSMUSG00000038594",0,0.5598409,0.407,0.109,0,"hepatocyte","ENSMUSG00000038594"
"ENSMUSG00000028960",0,0.5597273,0.525,0.248,0,"hepatocyte","ENSMUSG00000028960"
"ENSMUSG00000047554",0,0.5595457,0.467,0.209,0,"hepatocyte","ENSMUSG00000047554"
"ENSMUSG00000005233",0,0.5590082,0.262,0.09,0,"hepatocyte","ENSMUSG00000005233"
"ENSMUSG00000031068.1",0,0.5588839,0.629,0.469,0,"hepatocyte","ENSMUSG00000031068"
"ENSMUSG00000024516.1",0,0.5587825,0.683,0.486,0,"hepatocyte","ENSMUSG00000024516"
"ENSMUSG00000034308",0,0.5583606,0.342,0.021,0,"hepatocyte","ENSMUSG00000034308"
"ENSMUSG00000024991",0,0.5582067,0.882,0.785,0,"hepatocyte","ENSMUSG00000024991"
"ENSMUSG00000048429",0,0.5577074,0.441,0.139,0,"hepatocyte","ENSMUSG00000048429"
"ENSMUSG00000033400",0,0.5567295,0.423,0.17,0,"hepatocyte","ENSMUSG00000033400"
"ENSMUSG00000029815",0,0.5565711,0.502,0.241,0,"hepatocyte","ENSMUSG00000029815"
"ENSMUSG00000028407",0,0.5559723,0.496,0.205,0,"hepatocyte","ENSMUSG00000028407"
"ENSMUSG00000026374.1",0,0.5559322,0.745,0.574,0,"hepatocyte","ENSMUSG00000026374"
"ENSMUSG00000021111",0,0.5555365,0.77,0.622,0,"hepatocyte","ENSMUSG00000021111"
"ENSMUSG00000028622",0,0.5547737,0.442,0.157,0,"hepatocyte","ENSMUSG00000028622"
"ENSMUSG00000029110",0,0.554443,0.625,0.417,0,"hepatocyte","ENSMUSG00000029110"
"ENSMUSG00000038312.1",0,0.5544429,0.538,0.258,0,"hepatocyte","ENSMUSG00000038312"
"ENSMUSG00000023967.2",0,0.5544419,0.559,0.329,0,"hepatocyte","ENSMUSG00000023967"
"ENSMUSG00000031781",0,0.5543223,0.46,0.203,0,"hepatocyte","ENSMUSG00000031781"
"ENSMUSG00000027076",0,0.5540374,0.486,0.217,0,"hepatocyte","ENSMUSG00000027076"
"ENSMUSG00000087687",0,0.5537696,0.636,0.45,0,"hepatocyte","ENSMUSG00000087687"
"ENSMUSG00000074797",0,0.5537363,0.523,0.271,0,"hepatocyte","ENSMUSG00000074797"
"ENSMUSG00000032372.2",0,0.5533301,0.431,0.092,0,"hepatocyte","ENSMUSG00000032372"
"ENSMUSG00000078680",0,0.5529938,0.302,0.01,0,"hepatocyte","ENSMUSG00000078680"
"ENSMUSG00000025156",0,0.5528482,0.58,0.329,0,"hepatocyte","ENSMUSG00000025156"
"ENSMUSG00000044408.1",0,0.5526622,0.71,0.541,0,"hepatocyte","ENSMUSG00000044408"
"ENSMUSG00000024067.1",0,0.5525616,0.555,0.322,0,"hepatocyte","ENSMUSG00000024067"
"ENSMUSG00000022307",0,0.5520458,0.561,0.33,0,"hepatocyte","ENSMUSG00000022307"
"ENSMUSG00000024902.2",0,0.5520348,0.551,0.307,0,"hepatocyte","ENSMUSG00000024902"
"ENSMUSG00000023150.1",0,0.5520014,0.66,0.423,0,"hepatocyte","ENSMUSG00000023150"
"ENSMUSG00000026112.2",0,0.5517666,0.601,0.325,0,"hepatocyte","ENSMUSG00000026112"
"ENSMUSG00000032673.1",0,0.5516362,0.478,0.21,0,"hepatocyte","ENSMUSG00000032673"
"ENSMUSG00000028042.1",0,0.5512118,0.473,0.211,0,"hepatocyte","ENSMUSG00000028042"
"ENSMUSG00000071533",0,0.5511426,0.721,0.533,0,"hepatocyte","ENSMUSG00000071533"
"ENSMUSG00000020130",0,0.5510815,0.56,0.288,0,"hepatocyte","ENSMUSG00000020130"
"ENSMUSG00000006589.1",0,0.5510072,0.681,0.422,0,"hepatocyte","ENSMUSG00000006589"
"ENSMUSG00000026117",0,0.550524,0.305,0.012,0,"hepatocyte","ENSMUSG00000026117"
"ENSMUSG00000018846",0,0.5500771,0.572,0.348,0,"hepatocyte","ENSMUSG00000018846"
"ENSMUSG00000089847.1",0,0.5498247,0.651,0.46,0,"hepatocyte","ENSMUSG00000089847"
"ENSMUSG00000054469",0,0.5497776,0.416,0.114,0,"hepatocyte","ENSMUSG00000054469"
"ENSMUSG00000024687",0,0.54938,0.509,0.279,0,"hepatocyte","ENSMUSG00000024687"
"ENSMUSG00000027602.2",0,0.5490932,0.611,0.373,0,"hepatocyte","ENSMUSG00000027602"
"ENSMUSG00000049502.2",0,0.5488343,0.588,0.323,0,"hepatocyte","ENSMUSG00000049502"
"ENSMUSG00000001472",0,0.5482155,0.77,0.618,0,"hepatocyte","ENSMUSG00000001472"
"ENSMUSG00000071335",0,0.548212,0.336,0.015,0,"hepatocyte","ENSMUSG00000071335"
"ENSMUSG00000032232.1",0,0.5480615,0.484,0.161,0,"hepatocyte","ENSMUSG00000032232"
"ENSMUSG00000024081.1",0,0.5477971,0.601,0.357,0,"hepatocyte","ENSMUSG00000024081"
"ENSMUSG00000029596.1",0,0.5469981,0.282,0.047,0,"hepatocyte","ENSMUSG00000029596"
"ENSMUSG00000046364.1",0,0.5469951,0.761,0.652,0,"hepatocyte","ENSMUSG00000046364"
"ENSMUSG00000016541.2",0,0.5469725,0.615,0.38,0,"hepatocyte","ENSMUSG00000016541"
"ENSMUSG00000036550",0,0.5468792,0.636,0.458,0,"hepatocyte","ENSMUSG00000036550"
"ENSMUSG00000006010",0,0.5466623,0.561,0.304,0,"hepatocyte","ENSMUSG00000006010"
